,summary,severity
4670,[9] ClassNotFoundException trying to run JUnit-Tests under Java9,major
4672,[9][JUnit] Cannot run JUnit tests in a module project,major
4673,NPE when rebuilding projects or launching junit,blocker
4674,AutoValue annotation processor causes java.lang.NoSuchFieldError: MODULE,major
4675,Making changes to 'Is modular' node does not trigger build,major
4676,Project cannot export as runnable jar by Java 9,critical
4677,Advanced source lookup to be turned off by default,major
4678,Update JDT core compiler and apt compiler to use Photon M3 to produce M4,blocker
4680,"Eclipse 4.7.1a : creating jars via jadesc results in ""empty jars""",critical
4681,"Installed JREs ""Search..."" button does not allow to select directory to search JREs",major
4683,[package explorer] Open/Close Project on working set should be renamed,trivial
4684,[9][impl] SearchableEnvironment may answer unnamed module more than once,minor
4685,[Advanced source lookup] Unable to launch/debug Java application,major
4686,JDT core tests are unstable on Gerrit,critical
4687,[JUnit 5] JUnit5 support not properly working for PluginUnitTests,major
4688,[9] DnD of an entry on to its parent root node in Java Build Path dialog should not be allowed,minor
4689,Run JDT/Core gerrit jobs with JDK 9,major
4690,Build failure in I20171205-0030,blocker
4691,[toString] toString method failure,minor
4692,[9][JUnit 5] Cannot select a test method as IType.resolveType(..) throws Java Model Exception,major
4695,Formatter completely hangs Eclipse on line comments that split variable initialization,major
4696,[9] Override Dependencies details are empty,major
4697,Content assist in conditional breakpoint doesnt work with Java 9,major
4699,[9] Detail formatter broken for arrays,major
4701,Filer.getResource must not flag output file as written for spring-boot-configuration-processor compatibility,major
4702,Use modified icons... preference has no mnemonic,trivial
4703,Rename of Display view not done in Help,trivial
4704,'Override' button in 'Override Dependencies' dialog has no mnemonic.,trivial
4705,"Replace usage of System.getProperty(""file.separator"") in jdt.debug",trivial
4706,Replace usage of IDE#getEditorDescriptor(IFile) in EditorUtility,trivial
4707,Build failure in I20180304-2000,blocker
4708,[9] NullPointerException when run with JRE 9,critical
4709,call hierarchy does not finds calls via method references on interface implementations,major
4710,cannot launch java project on JDK9 anymore,critical
4711,[10][18.3][dom] ITypeBinding expected to be returned by default,major
4713,[testsources] incremental builds are not working in projects with just test sources,critical
4714,JDT generates incorrect code for try-with-resources and synchronized construct,major
4715,[10][syntax highlighting] type 'var' colored as keyword if compliance < 10,minor
4718,ecj batch compiler v4.8M6 ignores javax.tools.DiagnosticListener,major
4719,[formatter] org.eclipse.jdt.core.javaFormatter project setting lost during ProfileVersioner migration,major
4720,[9] Support module-info.java in multi-release JAR files,major
4721,Error on save file due to formatter: IndexOutOfBoundsException in CommentWrapExecutor,major
4724,[formatter] Scope block content (between braces) is not indented,minor
4725,Annotation with @target MODULE are not processed,major
4726,Module Properties dialog does not use title style,trivial
4727,[rulers] Print margin not showing in Java text editor,minor
4728,Build 4.9.0 I-Build: I20180615-0300 failed due to compilation errors,blocker
4731,Error during AST creation: NPE at MethodBinding.java:1370,major
4732,"multiple bound generics - compile error on class signature, no error in method signature",major
4733,PackageExplorer crash during startup when workingsets are used,major
4736,"""Building workspace"" on each start after upgrade to Eclipse 4.8",critical
4737,UI Freezes when using Hierarchical Package Presentation,major
4740,Java 'User Library' entries are jumbled without any alphabetical sorting,major
4742,Build never comes to an end and working is not possible,blocker
4743,JUnit fails to run,major
4744,[9] Another NPE in Sorting.sortSuper() due to ambiguous type binding from split package under JMPS rules,major
4745,[JUnit 5] Incorrect JUnit 5 test results without JUnit 4 on the classpath,major
4746,FileSystemAlreadyExistsException during compilation,major
4747,[clean up] 'Remove redundant semicolons' removes mandatory semicolons after Lambda expressions,major
4749,"Out of memory on 2018-09, Photon was okay",major
4750,ClosedFileSystemException,major
4751,Eclipse 2018-09 won't compile Java 11 source; thinks it is below 1.7,critical
4754,Allow hashCode and equals generation when no fields but a super/enclosing class that implements them,minor
4755,"Unjustified FilerException ""Source file already exists"" in BatchFiler",major
4757,"[9] Module doesn't compile / Errors in the editor, not in Problems view",critical
4759,ecjsrc-${SDK_VERSION}.jar has strange version in Eclipse-SourceBundle,minor
4760,NullPointerException internal compiler error,major
4762,Permanent freeze relating to breakpoint update,major
4763,Module-related NPE Compiling Java 11 code,major
4764,Compare with local history: Jump to method (Java) does not work correctly anymore (regression),major
4766,Unable to use JDT if release file is corrupt.,major
4768,[code mining] Missing code minings in class file editor,major
4770,[11] JEP 323: Local-Variable Syntax for Lambda parameters does not work for Function and Predicate,major
4771,launch configurations of closed projects appear in the export runnable jar dialog,minor
4772,"Eclipse should refer to JDK version, when performing Save Action(s) ""adding @Override annotation"" OR having and ability to act differently on a per-file base.",major
4773,[code mining] JavaSourceViewer#updateCodeMinings() API broken,critical
4774,"[reconcile] ""the type javax.xml.bind.JAXBException is ambiguous"" with jboss-jaxb-api_2.3_spec",major
4775,Javadoc comment generation does not add @param for generic types of methods,minor
4776, @NonNull produces an error with arrays of primitives,major
4777,[compiler][inference] Very slow compilation with significant number of overloads and generics,major
4778,"Content assistant is not working in ""Debug Shell""",major
4779,[completion] Null expectedType when resolving completions in lambda expressions.,major
4781,[quick assist]  Quick Assist 'Assign statement to a new local variable' also annotates the variable,minor
4783,[JUnit] Inconsistent casing in description of wizards for JUnit,minor
4785,"Unable to build Apache Wicket project (The package org.apache.wicket is accessible from more than one module: wicket.core, wicket.request)",major
4786,[Tests] Debug Test Suite is unstoppable,minor
4788,[12][test] New failures in JavaSearchTests,major
4789,[Java 11] Error in Editor when using class in Test source code from modular test dependency,major
4791,[source lookup] Debugging Java 8 compliance project on Java 11 JVM is broken,major
4792,Package Explorer broken since some days,major
4793,[12] --release 11 with Java 12 gives compile errors,blocker
4796,"Java build doesnt work in Java 12 if java project has local preference setting of ""1.5"" as compliance",major
4797,[code templates] ${date} in template returning the wrong date,minor
4798,[tests] Fix broken performance tests,minor
4799,Rename all variable/method occurence not working,major
4800,[1.8][inference] Receiving  The target type of this expression must be a functional interface,major
4801,[content assist] The favorites seem to be reset every time the IDE starts,minor
4802,Horizontal layout broken on variables view,major
4803,Save actions and format regression,major
4805,[12] EJC allows switch expression to be concluded without returning a value,major
4806,Error reading last build state...,major
4807,Eclipse does not recognize JRE located along with eclipse executable,major
4808,IE411DVT : One strings need to be fixed as Singular format,minor
4810,right clicking inside a scala class file causes class not found error,critical
4812,"Quick fix ""Remove unused imports"" removes blank lines",minor
4813,Refactoring not working with Java 11 (NPE at org.eclipse.jdt.internal.compiler.util.Sorting.sortSuper(Sorting.java:75),major
4814,[quick fix] Quick Fix window should remember its size,minor
4815,[13] Configure gerrit builds for BETA_JAVA13,major
4817,"Java 12 project using modules showing ""The type ISO8583Message is not exported from this module"" when class 'ISO8583Message' does not belong to that module but it is added from anather module(using 'requires iso8583').",minor
4818,Formatting Java Source causes Eclipse to run out of heap space,critical
4821,[13] Launching with java 13 gives null as compatible jre for Java 12 and below,critical
4823,[9] Launch Configuration and Build Path should interpret .classpath in a similar way,minor
4824,Call hierarchy empty for static method in Java 8 Project called by Java 11 project,critical
4826,Version issues in Beta java 13 branch,major
4827,Browsing through Execution Environments throws a NullPointerException,critical
4828,Impossible to compile CDT 2019-09 using Eclipse 2019-09 M2 with JDT 3.18.100.v20190801-0600,major
4830,NPE when opening Quick Outline,major
4831,[JUnit 5] Cannot run Jupiter tests in a project with module-info.java after upgrade to JUnit 5.5.1,critical
4832,Login is not working,blocker
4834,[content assist] Null pointer exception in the code autocomplete in ChainCompletionProposalComputer,major
4835,Using EE 11 or 12 with JRE 13 and no module-info.java results in compile error (Object not found),blocker
