,summary,severity
4173,"Closing an un-edited message that was created by forwarding or ""editing as new"" of certain messages displays the dialogue to save/don't save/cancel",minor
4174,Crash in CMapiImp::Login,critical
4176,Startup crash in js::NativeGetProperty [Mac],critical
4177,Startup Crash in js::FrameIter::settleOnActivation [Mac],critical
4178,startup crash in js::detail::HashTable<T>::lookupForAdd const | js::SavedStacks::getLocation [Mac],critical
4179,Crash with MacOS 10.11 when attempting to update Mac OS X address book [ @libsystem_kernel.dylib@0x16f06] via nsAbOSXCard::Update,critical
4180,[10.12] Crash in CoreFoundation@0x.... after clicking a link in message/mail,critical
4181,Crash in arena_run_tree_insert | arena_dalloc_small | arena_dalloc | je_free | nsXMLElement::`scalar deleting destructor'',critical
4183,startup crash in js::GetBuiltinPrototype,critical
4184,Thunderbird crashes with Mac Os Sierra 10.12.2 and 10.12.3 giving EXC_BAD_ACCESS (SIGSEGV) errors on NFS mounted home directory accounts,critical
4185,Client on Windows 10 Does Not Display Message Font Colors,minor
4186,The TB test mozmill/composition/test-save-changes-on-quit.js does not close one of its compose windows,trivial
4188,can't get email from server,major
4189,message missed display,major
4190,linux64 debug mozmill test always hit timeout,major
4191,Rare hang sending email with MacOSx with spotlight search enabled,critical
4194,Thunderbird 52.0 repacks failing,blocker
4197,Crash in nsAString_internal::Last via nsMapiHook::PopulateCompFieldsWithConversion,critical
4198,Crash in nsImapProtocol::SetupWithUrlCallback,critical
4200,Crash in CComApartment::InitRemoting,critical
4201,"[mozmill] ""Disconnect Error: Application unexpectedly closed"" failures in various tests",major
4202,"Assertion failure: !NS_IsAboutBlank(origin) (The inner URI for about:blank must be moz-safe-about:blank), at mozilla/caps/ContentPrincipal.cpp:144",critical
4203,Write test for display of embedded cid: images when message is stored in local folder,major
4205,"Crash in PtrToNodeMatchEntry (CompareCacheMatchEntry) and OOM | small during CC.  memory corruption, or memory leak? (Thunderbird)",critical
4206,Crash in mozilla::mailnews::MsgDBReporter::GetPath and mozilla::mailnews::MsgDBReporter::CollectReports - lifetime of reporter object shoud be bound to (and owned by) the nsMsgDatabase,critical
4207,"HTTP and HTTPS links don't open after updating Thunderbird from 45 to 52 version (broken ""places.sqlite*"" files?)",major
4208,Crash in InvalidArrayIndex_CRASH | nsTArray_Impl<T>::ElementAt | nsMsgGroupView::LoadMessageByViewIndex,critical
4209,Port bug 893505 to C-C - All builds busted on all platforms as of 2017-04-09: Missing appUpdate/updater,blocker
4210,Startup Crash in CrashReporter::TerminateHandler via nsAbOSXDirectory::Init [Mac],critical
4211,Thunderbird 52.0.1 version identifier is incorrect - release-thunderbird-comm-esr52.py.template#l45 is missing 'mail/config/version_display.txt',blocker
4212,"Add menuitem Edit | Find | ""Search all messages"" for gloda search.",minor
4213,SIGSEGV in compartment jsobj.h:159,critical
4214,"Write test for display of embedded cid: images with crossorigin=""anonymous""",major
4215,"Crash in nsMsgSearchTerm::MatchString / nsMsgSearchTerm::MatchRfc2047String, mimeConverter is null",critical
4216,Crash in nsMsgDatabase::GetUint32Property,critical
4217,Inserting image into mail causes crash @ @0x0 | CProfferService::QueryService,critical
4218,disable file name field of sound file picker in TB preferences when it is not used,trivial
4219,Thunderbird completely unresponsive after update to fileversion 52.1.1.6338,critical
4220,Unused variable child in MsgComposeCommands.js,trivial
4221,improve test_editing_identity in mozmill/composition/test-newmsg-compose-identity.js,trivial
4222,All tests fail on C-C treeherder - Can't download from https://archive.mozilla.org - Caught exception: HTTP Error 404: Not Found,blocker
4223,abDirTreeHeader does not longer work in userChrome.css,major
4224,Crash in morkRow::GetCell via XPTC__InvokebyIndex,critical
4225,Thunderbird/52.1.1 - Auto Update - All folder selections missing!  0x80004005 (NS_ERROR_FAILURE) [nsIMsgFolder.server] 1 folderUtils.jsm:61,major
4226,Sending email fails under some circumstances (nsIMsgCompose.expandMailingLists) if recipient is not in address book,major
4227,Crash when attaching a file in a new message,critical
4228,The number in menuitem Appmenu > File > Get Next 500 News Messages is hardcoded instead of using pref mail.server.default.max_articles,minor
4229,Daily 56 x64 crashes immediately at startup on Windows. @ InterlockedDecrement and @ CDestinationCategory::ReleaseReference,critical
4230,Thunderbird 52.2.0-1 on Arch Linux (4.11.5-1-ARCH) crashes when user clicks on a contact in the chat tab and Thunderbird is compiled with GCC 7,critical
4231,Clicking on addbook: link from vCard displayed inline hangs TB,critical
4232,Crashes @ ShouldMarkCrossCompartment,critical
4233,"Remove button-hover-effect of composition's From: label, and fix focus indication",trivial
4236,"Disposition flag (""replied""/""forwarded"") lost if reply/forwarded message was stored as draft, draft was later edited and sent",major
4237,Account Settings Signature text box needs a minimum vertical height,minor
4238,[Tracker] Port comm-central to use taskcluster.,blocker
4239,Crash in nsDocumentOpenInfo::OnStartRequest,critical
4240,[meta] Errors in Console of TB55.0b2,minor
4241,Crash in shutdownhang | NtWaitForKeyedEvent | RtlSleepConditionVariableSRW | mozilla::TimeStamp::operator bool,critical
4242,Daily fails to apply automatic updates,major
4243,Crash downloading mail in nssCertificate_Destroy | CERT_DestroyCertificate | CERT_DestroyCertArray | NSS_CMSSignedData_ImportCerts | nsCMSMessage::CommonVerifySignature,critical
4244,Thunderbird's Mozmill test suite broken by bug 1388238 - TEST-UNEXPECTED-FAIL | Disconnect Error: Application unexpectedly closed (five times during Mozmill run),blocker
4247,Saved Files and 'Problem loading page' tabs have line under tab head,trivial
4248,"Russian locale crashes in WSARecv | _PR_MD_RECV | SocketRecv | ssl_DefRecv | ssl3_GatherData | ssl3_GatherCompleteHandshake | ssl3_GatherAppDataRecord | DoRecv with stkhcl32.dll from NodaSoft/LLC ""Stakhanovets""",critical
4249,Thunderbird 57 - Unable to add attachments to email,major
4250,Crash in nsCOMPtr_base::assign_with_AddRef | mozilla::net::nsSocketTransport::BuildSocket,critical
4253,Startup Crash in mozilla::mailnews::EncodedHeader,critical
4254,C-C builds broken 2017-10-13,blocker
4255,Thunderbird daily install renames profile name in profiles.ini,critical
4256,Port bug 1409533 - Require rust 1.21.0,blocker
4257,TBE-01-002 Enigmail: Weak Parsing causes Confidentiality Compromise,major
4258,TBE-01-005 Enigmail: Replay of encrypted Contents leads to Plaintext Leak,major
4260,Compose window alignment tweak on Linux (2),minor
4261,Deal with the fallout of bug 1413413 [Remove support for extensions having their own prefs file],blocker
4262,"Crash in Thunderbird chat - XBL compat hack matched, please file a bug blocking bug 1374247. Selector: .conv-nicklist > .listitem-iconic > .listcell-iconic",critical
4266,Crash in nsHtml5StreamParser::DoDataAvailable searching newsgroups from the top level news.mozilla.org for a subject.,critical
4267,First startup on Windows8 failes and does not open the account setup,major
4268,"startup crash, and crashreporter fails with debian and AppArmor",critical
4269,XML Parsing Error: undefined entity in glodaFacetView.xhtml — introduced in Daily 1121,major
4271,"Lightning's ""Today pane"" button is dark text with a dark LW theme",minor
4272,Build and test crash: Hit MOZ_CRASH(accessing non-early pref layout.css.emulate-moz-box-with-flex before late prefs are set) at /builds/worker/workspace/build/src/modules/libpref/Preferences.cpp:789,critical
4275,Date stamp on message header needs some padding on the left to avoid mingling with long subjects,minor
4276,Thunderbird Daily becomes unresponsive when Add-ons Manager opened from hamburger after bug 1427407 landed,blocker
4278,Thunderbird crashes when rightclicking an e-mail,critical
4279,"Unable to apply updates, always failing with .mar size mismatch",major
4280,(C-C)  building with --enable-official-branding is broken with: ValueError: Object directory paths are not allowed,blocker
4283,Pick better access keys for intl.regional_prefs.use_os_locales UI,trivial
4285,Startup Crash in nsStringBuffer::Release,critical
4286,Crash in nsMappedAttributes::GetAttr and other random signatures (memory corruption?),critical
4287,Build error: MapiApi.h(16): fatal error C1083: Cannot open include file: 'mapix.h',blocker
4288,Thunderbird crash in mozilla::dom::workers::RuntimeService::CrashIfHanging,critical
4290,"Profile manager hangs at startup before profile manager appears, when over 18 profiles",critical
4291,Crash in NS_strlen via nsTextFormatter::cvt_S,critical
4292,Crash in nsMenuPopupFrame::ShouldFollowAnchor,critical
4293,Crash in libobjc.A.dylib@0x6e9d,critical
4294,"Complete loss of Mozmill testing - Exception: Sorry, cannot connect to jsbridge extension, port 24242",blocker
4295,CSV import successful but result not shown until after exiting the address book,minor
4296,Linux and Mac builds broken on both Buildbot and TaskCluster on 2018-03-20,blocker
4297,"Switch off buildbot builds, was: All buildbot builds busted as of 2018-03-21",blocker
4298,"Port bug 1429875 to TB: Windows: MapiProxy.lib : fatal error LNK1120: 5 unresolved externals, Linux, Mac: Link errors related to libical.",blocker
4300,"Complete loss of Mozmill testing - Exception: Sorry, cannot connect to jsbridge extension, port 24242 - 2018-03-27",blocker
4302,Crash in nssCertificate_Destroy | CERT_DestroyCertArray | NSS_CMSSignedData_ImportCerts | nsCMSMessage::CommonVerifySignature when downloading mail,critical
4303,crashing weekly in random js / xpconnect  (PR_GetIdentitiesLayer | _PR_MD_PR_POLL | mozilla::net::nsSocketTransportService::Poll detail::ProxyReleaseEvent<T>::Run XPCWrappedNative::FlatJSObjectFinalized mozilla::net::nsSocketTransport::~nsSocketTransport),critical
4304,"Thunderbird automation and local build busted, 2018-04-18",blocker
4306,Can't cancel new contact dialog,major
4307,fix incorrect <DOCTYPE overlay> in c-c,trivial
4312,Crash in gfxTextRun::FindFirstGlyphRunContaining const while composing message in ja-JP locale,critical
4314,Crash using preferences / options,critical
4315,Tools -> Add-on Options not opening,major
4317,Wrong resolution order in Thunderbird Windows icon - 24-bit version comes before the 32-bit one,trivial
4318,Thunderbird crash in shutdownhang | _PR_MD_WAIT_CV | _PR_WaitCondVar | nsThread::Shutdown | nsThreadManager::Shutdown,critical
4319,dragging an inaccessible file into compose attachments throws,minor
4320,immediate crash upon opening Enigmail menu items,critical
4321,composing in reply or forward of e-mail with inline image causes high cpu use and freeze,major
4322,Program Crashes [@ OOM | small] if HTML Email Signature Contains One (or More) Large DataURI Elements,critical
4323,"""Looking to personalize your browser"" string on top of add-ons manager",minor
4324,TB 60 ESR build claims: You are currently on the beta update channel,blocker
4326,Clicking on Add-ons -> Get Add-ons > Learn More does nothing - should  be removed,minor
